Train_id,Train_name,Train_no,Source,Destitnation,Date,Distance(Km),Sc_arr__time,Act_arr_time,Dealy_min,Season,Run_frequency,Total_Delay_Minutes
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-02,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,4.111738401298326
E7,Begampura Express,12238,Varanasi,Jammu,2022-01-06,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,34.27248669199469
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-24,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,100.04494439732999
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-27,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,0.0
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-01,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,70.10929449572339
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-08,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,94.01144514660795
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-07-04,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,61.835365310649635
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-03,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,26.09061925771367
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-25,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,3.5482824767925267
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-08,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,42.002282354238105
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-01-29,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,16.63519096034809
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-10,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,106.29214836935125
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-07-10,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,95.50690600287359
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-05-24,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,62.86188934037952
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-26,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,66.69443928313218
E1,Begampura Express,12238,Varanasi,Jammu,2016-01-10,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,49.910167823670406
E2,Begampura Express,12238,Varanasi,Jammu,2016-12-28,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,13.50178969896303
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-26,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,72.19066169843174
E4,Begampura Express,12238,Varanasi,Jammu,2019-01-05,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,0.0
E5,Begampura Express,12238,Varanasi,Jammu,2020-01-08,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,45.91327912439058
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-03,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,3.590115819166094
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-26,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,29.681382663592434
E8,Begampura Express,12238,Varanasi,Jammu,2023-01-07,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,92.18299529886372
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-23,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,29.50395050913446
E10,Begampura Express,12238,Varanasi,Jammu,2024-12-24,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,69.68366801615832
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-05,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,87.9587128830981
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-26,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,38.040116649217396
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-01,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,7.50993562339476
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-30,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,3.4362426025552555
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-10,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,22.649003206148695
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-02-03,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-01,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,136.4745756433724
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-06-29,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,64.47397986678065
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-05-31,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,36.746817557011454
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-25,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,75.5545785984999
E1,Begampura Express,12238,Varanasi,Jammu,2015-12-22,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,86.92122230653983
E2,Begampura Express,12238,Varanasi,Jammu,2016-12-27,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,20.790525393239385
E3,Begampura Express,12238,Varanasi,Jammu,2018-01-03,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,71.68520503629622
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-25,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,10.247662007912758
E5,Begampura Express,12238,Varanasi,Jammu,2019-12-24,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,28.759669763210173
E6,Begampura Express,12238,Varanasi,Jammu,2021-06-26,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,0.0
E7,Begampura Express,12238,Varanasi,Jammu,2022-01-01,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,8.721546790646148
E8,Begampura Express,12238,Varanasi,Jammu,2023-01-09,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,94.2483031792761
E9,Begampura Express,12238,Varanasi,Jammu,2024-01-10,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,12.23306376246591
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-02,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,39.15559814665935
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-09,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,90.38708757890824
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-07-07,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,57.266611497458975
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-05-29,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,36.17299193310278
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-29,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,2.9245313631725747
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-03-26,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,5.306591664455732
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-01-22,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,28.9128166007909
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-08,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,114.76592349593496
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-07-10,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,75.94179575102702
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-06-07,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,35.79923810905611
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-30,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,41.80797930519465
E1,Begampura Express,12238,Varanasi,Jammu,2015-12-24,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,66.71496044599573
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-02,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,23.54520282235476
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-30,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,118.3029163663382
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-31,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,18.460741165535367
E5,Begampura Express,12238,Varanasi,Jammu,2020-01-09,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,25.005076369920527
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-07,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,14.329745387633327
E7,Begampura Express,12238,Varanasi,Jammu,2022-01-04,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,44.10041067671643
E8,Begampura Express,12238,Varanasi,Jammu,2023-01-03,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,73.82093664698102
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-25,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,19.079151759811143
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-06,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,38.42699585331479
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-08,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,80.69701192804183
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-22,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,46.8205823423679
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-05,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,30.96649895256657
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-05-03,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,3.4645207581901873
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-03-31,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,26.223202567217403
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-02-10,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-12-25,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,122.8534404255729
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-07-07,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,67.54896492716072
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-05-30,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,36.51215632573588
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-23,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,59.95657848441706
E1,Begampura Express,12238,Varanasi,Jammu,2015-12-24,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,91.60512468500787
E2,Begampura Express,12238,Varanasi,Jammu,2016-12-26,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,2.96792157560985
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-27,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,74.90886549366687
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-23,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,0.0
E5,Begampura Express,12238,Varanasi,Jammu,2019-12-23,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,38.708872220356966
E6,Begampura Express,12238,Varanasi,Jammu,2021-06-30,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,14.235357034443764
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-25,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,56.526997289834696
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-23,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,87.7010152361794
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-27,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,40.741018656722545
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-04,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,44.40915960953484
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-01,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,93.36985720860909
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-07-05,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,51.06077707564518
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-10,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,50.522660604926074
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-23,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-03-31,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,46.18146172449542
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-01-23,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,12.906433535507851
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-08,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,109.28050688504244
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-06-21,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,74.52198914258783
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-06-06,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,29.35872043798992
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-23,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,64.9541587781954
E1,Begampura Express,12238,Varanasi,Jammu,2015-12-31,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,95.18509776279846
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-05,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,1.9100574817510108
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-30,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,72.86671158709026
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-27,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,48.77410286579366
E5,Begampura Express,12238,Varanasi,Jammu,2020-01-10,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,40.12553458562486
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-09,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,0.0
E7,Begampura Express,12238,Varanasi,Jammu,2022-01-01,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,39.69149512959666
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-22,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,94.65786047901892
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-28,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,20.288738245097743
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-08,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,42.96101475797311
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-01,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,120.43326833337974
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-29,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,30.170831633556354
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-05-24,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,43.36892657971014
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-26,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,34.60812935344063
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-03-27,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,7.524790497982151
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-02-03,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-12-30,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,126.95802722724262
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-07-09,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,61.74761457391843
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-06-06,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,16.101260379079857
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-31,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,48.382651089538946
E1,Begampura Express,12238,Varanasi,Jammu,2016-01-10,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,62.59356122844325
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-09,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,9.124387511673063
E3,Begampura Express,12238,Varanasi,Jammu,2018-01-07,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,97.84846499623934
E4,Begampura Express,12238,Varanasi,Jammu,2019-01-01,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,11.251044223998742
E5,Begampura Express,12238,Varanasi,Jammu,2019-12-22,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,30.828612371293204
E6,Begampura Express,12238,Varanasi,Jammu,2021-06-26,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,0.08521028630911776
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-27,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,31.263150866906738
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-25,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,89.28704777070169
E9,Begampura Express,12238,Varanasi,Jammu,2024-01-07,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,20.272677926252307
E10,Begampura Express,12238,Varanasi,Jammu,2024-12-25,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,42.63451763376723
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-08,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,101.87058086827925
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-07-08,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,51.050639604243294
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-10,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,28.48141379735499
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-30,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,15.001822773053451
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-06,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,14.311598980472175
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-01-30,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-10,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,113.06056595463956
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-06-30,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,38.7576811206869
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-05-22,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,21.217969653174983
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-24,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,100.98745457249152
E1,Begampura Express,12238,Varanasi,Jammu,2016-01-07,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,68.10724744141649
E2,Begampura Express,12238,Varanasi,Jammu,2016-12-27,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,21.162516042825818
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-28,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,90.05544558155255
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-24,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,24.20920942968165
E5,Begampura Express,12238,Varanasi,Jammu,2019-12-23,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,5.541449840158357
E6,Begampura Express,12238,Varanasi,Jammu,2021-06-28,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,0.0
E7,Begampura Express,12238,Varanasi,Jammu,2022-01-06,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,38.748159473183485
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-31,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,108.34042806449138
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-24,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,20.749606235162396
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-06,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,60.893665101705636
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-01-28,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,89.16356660894252
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-28,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,26.584785163314006
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-05-23,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,23.69968932521325
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-23,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,13.868085990769359
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-10,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,21.369125446487647
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-01-30,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,4.309199729722177
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-12-29,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,89.96375670186421
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-07-03,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,59.200918658609496
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-06-04,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,29.659003838752252
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-04-08,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,67.23904732248118
E1,Begampura Express,12238,Varanasi,Jammu,2016-01-09,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,86.44565018843369
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-06,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,2.2938245501821655
E3,Begampura Express,12238,Varanasi,Jammu,2018-01-07,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,90.29818508297078
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-30,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,0.0
E5,Begampura Express,12238,Varanasi,Jammu,2020-01-09,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,37.95683513372756
E6,Begampura Express,12238,Varanasi,Jammu,2021-06-25,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,6.445765693322578
